MerchantId,MerchantCampaignName,DateCreated,DateModified,SKU,Name,Category,Description,Url,OriginalUrl,Image,Image50,Image100,Image120,Image200,Image300,Image400,Price,Brand,Colour,Currency,DeliveryCost,DeliveryTime,Features,Gender,Genre,Keywords,ContentRating,ModelNumber,Platform,PriceRrp,PriceSale,PromoText,Size,StockLevel,SubCategory,Custom1,Custom2,Custom3,Custom4
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0001,Lords Of Waterdeep Scoundrels Of Skullport Expansion Game,Toys &amp; Games &gt; Games &gt; Board Games,"Lords of Waterdeep: Scoundrels of Skullport adds two new expansions to the Lords of Waterdeep board game &ndash; Undermountain and Skullport &ndash; inspired by the vast dungeon and criminal haven under Waterdeep. The Skullport expansion adds a new resource to the game, Corruption, while the Undermountain expansion features bigger quests and more ways to get adventurers. Players can choose to add one or both expansions to the base game. Lords of Waterdeep: Scoundrels of Skullport also includes new Lords, new Buildings, and materials for a sixth player.",https://t.cfjump.com/33917/p/33972478,http://www.ozgameshop.com/board-game-expansions/lords-of-waterdeep-scoundrels-of-skullport-expansion-game?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972478.jpg,http://c.cfjump.com/Products/11793/33972478@50x50.jpg,http://c.cfjump.com/Products/11793/33972478@100x100.jpg,http://c.cfjump.com/Products/11793/33972478@120x120.jpg,http://c.cfjump.com/Products/11793/33972478@200x200.jpg,http://c.cfjump.com/Products/11793/33972478@300x300.jpg,http://c.cfjump.com/Products/11793/33972478@400x400.jpg,57.99 AUD,AVLON HILL,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0020,Village Inn Expansion,Toys &amp; Games &gt; Games &gt; Board Games,"Village Inn, the first expansion for the award-winning game Village, adds two new buildings to the village: the brewery and the inn. The brewery is a new craft building where you can acquire a new good: beer. In the inn you can meet a lot of influential people (in the form of cards), and you can acquire these villager cards by spending beer/coins and time. Each villager card has a unique ability that can be used once per game, giving either points and advantages during the game or additional points at the end of the game for certain achievements. In addition, Village Inn includes all necessary components for a fifth player.",https://t.cfjump.com/33917/p/33972479,http://www.ozgameshop.com/board-game-expansions/village-inn-expansion?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972479.jpg,http://c.cfjump.com/Products/11793/33972479@50x50.jpg,http://c.cfjump.com/Products/11793/33972479@100x100.jpg,http://c.cfjump.com/Products/11793/33972479@120x120.jpg,http://c.cfjump.com/Products/11793/33972479@200x200.jpg,http://c.cfjump.com/Products/11793/33972479@300x300.jpg,http://c.cfjump.com/Products/11793/33972479@400x400.jpg,37.99 AUD,Pegasus Spiele,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0037,Risk The Walking Dead Edition,Toys &amp; Games &gt; Games &gt; Board Games,"The world as we know it is over, as the Walkers spread and dominate the land. But a few pockets of humanity remain, surviving against all odds as they fight the diseased undead. But a greater threat thrives in this apocalyptic land...each other. Play as one of several groups of survivors as you use your wits, strategy and a little bit of luck to protect your lands from intruters, conquer new territories and fend off the Walker army who also try and destroy your group. Use special cards and missions, extra weapons and all your cunning to survive against all odds.",https://t.cfjump.com/33917/p/33972480,http://www.ozgameshop.com/strategy-board-games/risk-the-walking-dead-edition?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972480.jpg,http://c.cfjump.com/Products/11793/33972480@50x50.jpg,http://c.cfjump.com/Products/11793/33972480@100x100.jpg,http://c.cfjump.com/Products/11793/33972480@120x120.jpg,http://c.cfjump.com/Products/11793/33972480@200x200.jpg,http://c.cfjump.com/Products/11793/33972480@300x300.jpg,http://c.cfjump.com/Products/11793/33972480@400x400.jpg,62.99 AUD,Hasbro,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0044,Cosmic Encounter Cosmic Storm Board Game Expansion,Toys &amp; Games &gt; Games &gt; Board Games,"Cosmic Storm, the fourth expansion for Fantasy Flights version of Cosmic Encounter, sets the galaxy trembling as twenty-five new alien races come zipping through the cosmos. Guard yourself against the sticky-fingered Swindler, and stand in awe of the massive appetite of the Mouth. Cosmic Storm also adds ten space stations, which when attached to one of your home planets gives you additional powers to use in your encounters as long as you have at least one ship on that planet. Space station abilities like the &quot;Big Space Laser&quot; or the &quot;Alien Outpost&quot; shake up interstellar encounters and provide even more options for players to maximize their options on their quest for galactic supremacy! One thing&#39;s for sure - after Cosmic Storm, the universe will never be the same. Box Contains 25 x alien races 35 x cards 25 x flare cards 10 x space station cards 10 x space station markers 7 x Swindler tokens 1 x Sloth token",https://t.cfjump.com/33917/p/33972481,http://www.ozgameshop.com/board-game-expansions/cosmic-encounter-cosmic-storm-board-game-expansion?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972481.jpg,http://c.cfjump.com/Products/11793/33972481@50x50.jpg,http://c.cfjump.com/Products/11793/33972481@100x100.jpg,http://c.cfjump.com/Products/11793/33972481@120x120.jpg,http://c.cfjump.com/Products/11793/33972481@200x200.jpg,http://c.cfjump.com/Products/11793/33972481@300x300.jpg,http://c.cfjump.com/Products/11793/33972481@400x400.jpg,33.99 AUD,FANTASY FLIGHT GAMES,,,,,,,,,,,,,30.59 AUD,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0046,Pathfinder Player Companion Demon Hunters Handbook,Toys &amp; Games &gt; Games &gt; Board Games,"Raise your banner and lead the charge in your fight against the dreaded demons of the Abyss with Pathfinder Player Companion: Demon Hunter&#39;s Handbook! Whether you&#39;re crusading against the demons crawling from the horrific Worldwound or you&#39;ve traveled all the way to the Abyss to fight these fiends on their own turf, this volume will give you everything you need to face off against the forces of the demonic horde. Demon Hunter&#39;s Handbook contains player-focused, in-depth discussions of demons, how to slay them, and the best ways to survive encounters against these despicable foes. Each Pathfinder Player Companion includes new options and tools for every Pathfinder RPG player. Inside this book, you&#39;ll find: ?Traits and advice for characters whose pasts have been soiled by the taint of demons or their cultists. ?Tips and guidelines for joining Golarion&#39;s various demon-hunting organizations, as well as advice on how to start your own. ?New feats, rage powers for brawlers who seek to stand toe-to-toe with demonic foes, and archetypes like the cold iron warden-perfect for cult-busting inquisitors! ?Innovative new demon-slaying tools and weapons born from the efforts of the Mendevian Crusades. ?Details on the most heinous demonic foes, from the teeming rabble of the Abyss to unfathomable demon lords! ?In-depth details on the Worldwound and the Abyss, as well as traits for the unfortunate characters that hail from these dark realms. ?New spells, magic items, methods of demon interrogation, kits to prepare you for fights with demons, and much more! This Pathfinder Player Companion is intended for use with the Pathfinder Roleplaying Game, but can easily be incorporated into any fantasy game.",https://t.cfjump.com/33917/p/33972482,http://www.ozgameshop.com/board-game-guides-and-books/pathfinder-player-companion-demon-hunters-handbook?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972482.jpg,http://c.cfjump.com/Products/11793/33972482@50x50.jpg,http://c.cfjump.com/Products/11793/33972482@100x100.jpg,http://c.cfjump.com/Products/11793/33972482@120x120.jpg,http://c.cfjump.com/Products/11793/33972482@200x200.jpg,http://c.cfjump.com/Products/11793/33972482@300x300.jpg,http://c.cfjump.com/Products/11793/33972482@400x400.jpg,16.99 AUD,,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0047,Pathfinder Tales King Of Chaos Pathfiner Tales,Toys &amp; Games &gt; Games &gt; Board Games,"After a century of imprisonment, demons have broken free of the wardstones surrounding the Worldwound. As fiends flood south into civilized lands, Count Varian Jeggare and his hellspawn bodyguard Radovan must search through the ruins of a fallen nation for the blasphemous text that opened the gate to the Abyss in the first place-and which might hold the key to closing it. In order to succeed, however, the heroes will need to join forces with pious crusaders, barbaric local warriors, and even one of the legendary god callers. It&#39;s a race against time as the companions fight their way across a broken land, facing off against fiends, monsters, and a vampire intent on becoming the god of blood-but will unearthing the dangerous book save the world, or destroy it completely? From best-selling author Dave Gross comes a new adventure set against the backdrop of the Wrath of the Righteous Adventure Path in the award-winning world of the Pathfinder Roleplaying Game.",https://t.cfjump.com/33917/p/33972483,http://www.ozgameshop.com/board-game-guides-and-books/pathfinder-tales-king-of-chaos-pathfiner-tales?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972483.jpg,http://c.cfjump.com/Products/11793/33972483@50x50.jpg,http://c.cfjump.com/Products/11793/33972483@100x100.jpg,http://c.cfjump.com/Products/11793/33972483@120x120.jpg,http://c.cfjump.com/Products/11793/33972483@200x200.jpg,http://c.cfjump.com/Products/11793/33972483@300x300.jpg,http://c.cfjump.com/Products/11793/33972483@400x400.jpg,14.99 AUD,,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0053,Raf The Battle Of Britain 1940 Lion Vs Eagle Board Game,Toys &amp; Games &gt; Games &gt; Board Games,"France has fallen. England stands alone against the might of a triumphant Germany, defended only by the Spitfire and Hurricane squadrons of the Royal Air Force. Hitler orders his mighty Luftwaffe to destroy the RAF in preparation for Operation Sealion the invasion of England. German fighters and bombers fill the English skies and the RAF responds. Now you command the RAF or the Luftwaffe in history&#39;s greatest air campaign the Battle of Britain. Improving on his award winning solitaire classic, designer John Butterfield ramps up the historical accuracy, tension and play options with three complete games. RAF: Lion puts you in control of British Fighter Command, responding to German raids. The game&#39;s unique card system generates targets and forces, which may remain hidden until after you commit your squadrons. Your foe is no mindless system: the Luftwaffe has priorities and a strategy. Scenarios range from one raid day, taking an hour to complete, to the full campaign, playable in 12 hours. RAF: Eagle puts you in control of the Luftwaffe forces raiding England. You schedule raids and assign missions to your bombers and fighters, attempting to deliver the knockout blow. Can you take out the British radar system and cripple their aircraft production? The game controls the RAF response to your strategies. How does a foe so close to defeat keep coming back? Game Contents: 176 5/8&quot; Counters Two 34x22&quot; Full-Color Game Maps (printed back to back) German Planning Board 165 Cards Three Rules Booklets Historical Study Booklet Player Aid Cards Two Dice Game Scale: Time: each game turn equals a &quot;raid day&quot; with six two-hour segments. Units: British squadrons and German Gruppen. Map: one inch equals 20 miles (32 kilometers). Players: one or two.",https://t.cfjump.com/33917/p/33972484,http://www.ozgameshop.com/war-board-games/raf-the-battle-of-britain-1940-lion-vs-eagle-board-game?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972484.jpg,http://c.cfjump.com/Products/11793/33972484@50x50.jpg,http://c.cfjump.com/Products/11793/33972484@100x100.jpg,http://c.cfjump.com/Products/11793/33972484@120x120.jpg,http://c.cfjump.com/Products/11793/33972484@200x200.jpg,http://c.cfjump.com/Products/11793/33972484@300x300.jpg,http://c.cfjump.com/Products/11793/33972484@400x400.jpg,95.49 AUD,,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0054,Pathfinder Rpg Mythic Adventures Hardcover,Toys &amp; Games &gt; Games &gt; Board Games,"From humble beginnings to the lofty heights of world-spanning power, Mythic Adventures serves as the gateway to an entirely new style of high adventure, with innovative rules that fit seamlessly with all levels of standard Pathfinder RPG play. Whether you&#39;re creating an entire mythic campaign charting the journey of legendary heroes, or just a single session to give your characters a taste of greater power, Mythic Adventures has all the tools you need to craft an unforgettable game! Pathfinder Roleplaying Game: Mythic Adventures introduces six powerful mythic paths for characters to explore (archmage, champion, guardian, hierophant, marshall, and trickster), as well as new mythic feats, spells, magic items, artifacts, and legendary items, over 40 mythic monsters to challenge your characters, and an extensive guide to help Game Masters craft mythic stories.",https://t.cfjump.com/33917/p/33972485,http://www.ozgameshop.com/board-game-guides-and-books/-pathfinder-rpg-mythic-adventures-hardcover?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972485.jpg,http://c.cfjump.com/Products/11793/33972485@50x50.jpg,http://c.cfjump.com/Products/11793/33972485@100x100.jpg,http://c.cfjump.com/Products/11793/33972485@120x120.jpg,http://c.cfjump.com/Products/11793/33972485@200x200.jpg,http://c.cfjump.com/Products/11793/33972485@300x300.jpg,http://c.cfjump.com/Products/11793/33972485@400x400.jpg,51.49 AUD,,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0055,Pathfinder Adventure Path The Worldwound Incursion 73,Toys &amp; Games &gt; Games &gt; Board Games,Issue 73 Worldwound Incursion Pathfinder Adventure,https://t.cfjump.com/33917/p/33972486,http://www.ozgameshop.com/board-game-guides-and-books/pathfinder-adventure-path-the-worldwound-incursion-73?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972486.jpg,http://c.cfjump.com/Products/11793/33972486@50x50.jpg,http://c.cfjump.com/Products/11793/33972486@100x100.jpg,http://c.cfjump.com/Products/11793/33972486@120x120.jpg,http://c.cfjump.com/Products/11793/33972486@200x200.jpg,http://c.cfjump.com/Products/11793/33972486@300x300.jpg,http://c.cfjump.com/Products/11793/33972486@400x400.jpg,29.49 AUD,,,,,,,,,,,,,,,,,,,,,,
11793,ozgameshop.com,2017-01-16T21:17:49.533,2017-01-16T21:17:49.533,BOG0069,Visions Of War: The Art Of Wayne Reynolds,Toys &amp; Games &gt; Games &gt; Board Games,"Take a journey through the amazing worlds of master artist Wayne Reynolds with Visions of WAR, a retrospective of more than 10 years of work from today leading fantasy illustrator! Packed with full-color covers, interior art, and card art from award-winning work on brands like the Pathfinder Roleplaying Game, Dungeons &amp; Dragons, World of Warcraft, Magic: The Gathering, and more, this exciting overview includes behind-the-scenes stories about some of fantasy most exciting images, as well as gorgeous paintings you never seen before! With an introduction from Paizo Publisher Erik Mona and notes from the artist himself, Visions of WAR provides an unparalleled look at the work of fantasy gaming champion illustrator. Wayne Reynolds is a leading fantasy gaming artist, with fans from virtually every major hobby gaming brand.",https://t.cfjump.com/33917/p/33972487,http://www.ozgameshop.com/board-game-guides-and-books/visions-of-war-the-art-of-wayne-reynolds?utm_source=commission+factory&amp;utm_medium=shopping&amp;utm_campaign=commission+factory+shopping+data+feed+(16/01/2017),http://c.cfjump.com/Products/11793/33972487.jpg,http://c.cfjump.com/Products/11793/33972487@50x50.jpg,http://c.cfjump.com/Products/11793/33972487@100x100.jpg,http://c.cfjump.com/Products/11793/33972487@120x120.jpg,http://c.cfjump.com/Products/11793/33972487@200x200.jpg,http://c.cfjump.com/Products/11793/33972487@300x300.jpg,http://c.cfjump.com/Products/11793/33972487@400x400.jpg,44.49 AUD,"Paizo Publishing, LLC.",,,,,,,,,,,,,,,,,,,,,
